pl_orbper,pl_rade,pl_bmassj,st_teff,st_rad,st_mass,pl_disposition
14.129,,,5024.37,0.734473,0.84,CONFIRMED
14.130184,2.2,,,0.74,,CONFIRMED
3.280961,2.24,,4812.0,0.73,0.79,CONFIRMED
3.28046294,,,4783.55,0.735345,0.772,CONFIRMED
3.28102986099,2.50448263,,4783.6,0.735345,,CONFIRMED
3.280948,2.26,,,0.704,,CONFIRMED
3.2809626,2.34,,4841.0,0.69,0.77,CONFIRMED
3.280926,2.3,,,0.75,,CONFIRMED
3.280858,2.128688,,4822.0,0.727072,,CONFIRMED
3.281,,,4783.55,0.735345,0.772,CONFIRMED
8.4388385,2.21,,4841.0,0.69,0.77,CONFIRMED
8.43903,2.51,,,0.704,,CONFIRMED
8.438756,2.34,,4812.0,0.73,0.79,CONFIRMED
8.438,,,4783.55,0.735345,0.772,CONFIRMED
8.43889970961,3.01612551,,4783.6,0.735345,,CONFIRMED
8.438635,2.5,,,0.75,,CONFIRMED
18.718269,3.77,,5139.0,0.85,0.82,CONFIRMED
18.717631,3.2,,,0.77,,CONFIRMED
18.7132,3.63,,,0.816,,CONFIRMED
18.711,,,4843.0,0.890703,0.79,CONFIRMED
6.32668003682,2.29015537,,5673.0,0.975383,,CONFIRMED
6.32677,2.23,0.023283,5705.0,0.952,0.98,CONFIRMED
6.326768,2.18575124,,5680.0,0.973,0.974,CONFIRMED
6.327,,,5673.0,0.975383,1.008,CONFIRMED
6.326796,2.2,,,1.01,,CONFIRMED
6.326674,2.12171156,,5733.0,0.946965,,CONFIRMED
6.326763,2.07,,5741.0,0.97,1.02,CONFIRMED
6.3297696,,,5673.0,0.975383,1.008,CONFIRMED
6.32669,2.16,,,0.974,,CONFIRMED
3.33253,3.63,,,1.766,,CONFIRMED
3.335115,1.6,,,0.9,,CONFIRMED
3.334966,2.98,,6747.0,1.61,1.4,CONFIRMED
3.333,,,5557.0,1.70729,0.98,CONFIRMED
7.122605,1.21,,5558.0,0.86,0.79,CONFIRMED
7.12471,1.244,,,0.857,,CONFIRMED
7.125,,,5425.98,0.894218,0.945,CONFIRMED
7.122297,1.0,,,0.76,,CONFIRMED
2.260435,2.3,,3292.75,0.279867,0.201355,CONFIRMED
2.260455,2.32,,3214.0,0.288,0.257,CONFIRMED
2.2604455,2.56,,3214.0,0.288,0.257,CONFIRMED
2.2604439,1.6,,2997.0,0.18,,CONFIRMED
2.260404,1.52,,,0.184,,CONFIRMED
2.260438,2.45,,3290.0,0.28,0.201,CONFIRMED
2.26026548696,2.72623736,,3236.0,0.341024,,CONFIRMED
19.89526,7.5,0.11672965,5500.0,1.28,1.03,CONFIRMED
19.895202,7.67,,5742.0,1.28,1.11,CONFIRMED
19.894641,5.55493874,,5767.0,1.06414,,CONFIRMED
19.895,7.46,0.15417124,5741.0,1.279,1.17,CONFIRMED
19.895268,8.5,,,1.45,,CONFIRMED
19.89531,8.01,,,1.367,,CONFIRMED
8.687708,8.1,,,0.75,,CONFIRMED
8.687812,7.36,,,0.664,,CONFIRMED
8.687721,8.18,,4812.0,0.76,0.82,CONFIRMED
4.169746,2.7,,,0.93,,CONFIRMED
4.169836,2.82,,5523.0,0.94,0.95,CONFIRMED
4.17032,3.19,,,1.013,,CONFIRMED
4.169783,2.5,,5499.0,1.0,,CONFIRMED
1.921111,3.23,,,0.709,,CONFIRMED
1.921036,3.52,,5060.0,0.82,0.89,CONFIRMED
1.921076,3.8,,,0.86,,CONFIRMED
4.795069,2.78,,4140.0,0.607,0.63,CONFIRMED
4.7948599,,,4140.0,0.607,0.63,CONFIRMED
4.7948642,3.3985,,4072.0,0.65,,CONFIRMED
3.471745,2.59,0.03045653,4975.0,0.787,0.83,CONFIRMED
3.4715644,2.65245,,5144.5,0.77,,CONFIRMED
7.1385672,3.60516,,5144.5,0.77,,CONFIRMED
7.138048,3.53,0.04933455,4975.0,0.787,0.83,CONFIRMED
10.45582,2.48,0.02045118,4975.0,0.787,0.83,CONFIRMED
14.76289,1.95,0.0336658,4975.0,0.787,0.83,CONFIRMED
27.359,2.1,,3926.0,0.62,0.64,CONFIRMED
14.893291,9.494023,0.315,5695.0,1.07,1.056,CONFIRMED
14.89329,9.33708092,0.32,5695.0,1.07,1.06,CONFIRMED
31.3888,1.25,,,0.312,,CONFIRMED
31.393463,1.9,,3341.0,0.32,0.33,CONFIRMED
13.15628,3.2,,3809.0,0.38,,CONFIRMED
13.15727,10.83,,,1.24,,CONFIRMED
13.156974,5.19,,3816.0,0.54,,CONFIRMED
13.156969,9.1,,5529.0,1.025,0.953,CONFIRMED
3.258824,12.05607716,,5392.0,0.857501,0.923184,CONFIRMED
3.2589263,11.209,0.613,5222.0,0.748,0.864,CONFIRMED
3.25883406,,,5358.0,0.86,0.94,CONFIRMED
3.25883164155,12.87148683,,5387.06,0.817114,,CONFIRMED
3.2591993,,,5387.06,0.817114,0.935,CONFIRMED
3.2588315,,,5358.0,0.86,0.94,CONFIRMED
3.2588321,13.33871,0.73,5358.0,0.86,0.94,CONFIRMED
3.258813,11.38,,,0.807,,CONFIRMED
3.258768,11.42,,5323.0,0.85,0.94,CONFIRMED
,,,,,,CONFIRMED
9.21165,3.06,0.03429506,6302.0,1.511,1.194,CONFIRMED
48.36685,11.276254,0.774,6302.0,1.511,1.194,CONFIRMED
,,,,,,CONFIRMED
2.225177,1.589,0.02041972,5520.0,0.899,0.934,CONFIRMED
2.2251639,1.50436,,5509.0,0.92,,CONFIRMED
2.225,1.582,0.02013655,5520.0,0.904,0.926,CONFIRMED
2.225177,1.589,0.02041982,5520.0,0.934,0.934,CONFIRMED
16.9841,2.63,0.07708523,5725.0,1.09,1.0,CONFIRMED
13.1225,2.45,,5532.0,0.947,0.958,CONFIRMED
2.50387,1.66,,5612.0,1.2,0.987,CONFIRMED
4.0248883,9.56,,,0.665,,CONFIRMED
4.02488968,,,4444.0,0.7,0.74,CONFIRMED
4.024881,10.3,,,0.73,,CONFIRMED
4.0248735,11.6786,,4492.0,0.75,,CONFIRMED
4.024867,10.054473,0.335,4444.0,0.7,0.74,CONFIRMED
10.054544,2.08,,,0.561,,CONFIRMED
10.05460031054,2.11286662,,3920.0,0.550856,,CONFIRMED
10.05429,2.078,0.02642922,,0.553,0.612,CONFIRMED
10.05448,1.98,,3951.0,0.52,0.53,CONFIRMED
10.05449,2.18,,3896.0,0.56,0.6,CONFIRMED
10.05467,1.45,,,0.371,,CONFIRMED
10.054626,2.14,0.02038836,3896.0,0.561,0.601,CONFIRMED
10.05403,2.14,,3896.0,0.561,0.601,CONFIRMED
10.054374,2.4,,3927.0,0.58,,CONFIRMED
10.054626,,0.02038826,3896.0,0.561,0.601,CONFIRMED
10.054626,2.25,0.0203569,3835.0,0.6,0.62,CONFIRMED
10.05403,2.14,0.02548532,3896.0,0.561,0.601,CONFIRMED
10.0546535,2.078,0.01607786,3844.0,0.546,0.549,CONFIRMED
10.05443,1.44,,3841.0,0.371,0.414,CONFIRMED
10.05454,2.29,0.02076582,3835.0,0.6,0.62,CONFIRMED
10.05176778,,,3920.0,0.550856,0.546024,CONFIRMED
24.6435,1.18,,3841.0,0.371,0.414,CONFIRMED
24.64671,1.18,,,0.371,,CONFIRMED
24.646729,1.582,0.00843222,3844.0,0.546,0.549,CONFIRMED
24.646582,1.69,0.01038296,3835.0,0.6,0.62,CONFIRMED
24.64638,1.77,0.00975364,3835.0,0.6,0.62,CONFIRMED
24.646582,,0.00673316,3896.0,0.561,0.601,CONFIRMED
24.646582,1.72,0.00673319,3896.0,0.561,0.601,CONFIRMED
24.6454,1.72,0.01321461,3896.0,0.561,0.601,CONFIRMED
24.6454,1.72,,3896.0,0.561,0.601,CONFIRMED
24.64638,1.69,,,0.561,,CONFIRMED
24.64745,1.56,,3951.0,0.52,0.53,CONFIRMED
24.645013,1.9,,3927.0,0.58,,CONFIRMED
24.6491,1.644,0.00660731,,0.553,0.612,CONFIRMED
24.64354,1.85,,3896.0,0.56,0.6,CONFIRMED
44.55603,1.458,0.00692197,3844.0,0.546,0.549,CONFIRMED
44.56115,1.7,,3927.0,0.58,,CONFIRMED
44.55612,,,3920.0,0.550856,0.546024,CONFIRMED
44.55765,1.61,,,0.561,,CONFIRMED
44.5574,1.11,,,0.371,,CONFIRMED
44.556456,1.62,0.00503416,3835.0,0.6,0.62,CONFIRMED
44.5631,1.52,0.02359752,3896.0,0.561,0.601,CONFIRMED
44.55646,,0.00881,3896.0,0.561,0.601,CONFIRMED
44.556456,1.52,0.00880979,3896.0,0.561,0.601,CONFIRMED
44.55983,1.51,,3896.0,0.56,0.6,CONFIRMED
44.5631,1.52,,3896.0,0.561,0.601,CONFIRMED
44.5609,0.96,,3841.0,0.371,0.414,CONFIRMED
44.5705,1.53,0.03492433,,0.553,0.612,CONFIRMED
44.55764,1.65,0.0056634,3835.0,0.6,0.62,CONFIRMED
4.09847804,,,5425.0,0.844,0.9,CONFIRMED
4.098506,12.3,,5567.0,0.92,0.93,CONFIRMED
4.09847409321,14.83669218,,5198.0,1.06395,,CONFIRMED
4.098492,12.65164357,,5574.0,0.909346,0.969658,CONFIRMED
4.09803132,,,5198.0,1.06395,0.883,CONFIRMED
4.09849,11.982421,0.589,5575.0,0.839,0.917,CONFIRMED
4.098507,13.405964,0.623,5581.0,0.941,0.984,CONFIRMED
4.0984897,13.14,,,0.921,,CONFIRMED
4.0984791,,,5425.0,0.844,0.9,CONFIRMED
4.098503,11.646151,0.579,5425.0,0.844,0.9,CONFIRMED
3.38631713618,,,5780.0,,,CONFIRMED
3.38628,9.916,,6100.0,1.24,1.09,CONFIRMED
1.25785,,1.85665293,5412.0,0.986,1.0,CONFIRMED
1.2578542,34.0,,5465.0,0.9,0.97,CONFIRMED
1.25785,11.88154,1.774,5280.0,0.78,0.91,CONFIRMED
1.25784906,46.0,1.73363988,5340.0,1.138,0.92,CONFIRMED
1.2578332,,,5340.0,1.02904,0.922,CONFIRMED
1.25784887,,,5280.0,0.78,0.91,CONFIRMED
1.2578493,7.0,,5251.0,0.81,,CONFIRMED
1.25781300511,12.57069193,,5340.0,1.02904,,CONFIRMED
921.2,,5.41,5959.0,1.22,1.18,CONFIRMED
3.1443189,0.95,,3300.0,0.196,0.174,CONFIRMED
1.133,1.33,,3436.0,0.379,0.408,CONFIRMED
5.26,1.83,,3436.0,0.379,0.408,CONFIRMED
6.22,2.93,,3387.0,0.379,0.403,CONFIRMED
7.01,1.66,,3851.0,0.552,0.561,CONFIRMED
26.68,2.79,,5440.0,0.898,0.954,CONFIRMED
8.99002105,,,5274.0,0.851795,0.904,CONFIRMED
8.9919156,4.79,,4686.0,0.72,,CONFIRMED
8.991942,5.17103245,,5415.0,0.839164,0.915819,CONFIRMED
8.99218,5.38,0.06638769,5315.0,0.87,0.87,CONFIRMED
8.99213,5.62,,5428.0,0.92,0.88,CONFIRMED
8.991828,4.96,,,0.845,0.856,CONFIRMED
8.992,5.299,0.04719528,5271.0,0.86,0.83,CONFIRMED
17.97586029496,4.78034841,,5274.0,0.851795,,CONFIRMED
8.992018,4.92,,,0.757,,CONFIRMED
8.99218,5.38,,5315.0,0.87,0.87,CONFIRMED
8.99213,5.13,0.05191455,5275.0,0.845,0.856,CONFIRMED
8.99196,5.038,0.05128554,5274.0,0.855,0.84,CONFIRMED
20.65614,3.48,,5315.0,0.87,0.87,CONFIRMED
20.66186,2.74,,,0.845,0.856,CONFIRMED
20.66093,3.01,0.01793421,5274.0,0.855,0.84,CONFIRMED
20.6602,3.32,,5428.0,0.92,0.88,CONFIRMED
20.65614,3.48,0.02548532,5315.0,0.87,0.87,CONFIRMED
20.660987,2.88,,4686.0,0.72,,CONFIRMED
20.6602,3.01,0.03807067,5275.0,0.845,0.856,CONFIRMED
20.66093,3.134,0.02548545,5271.0,0.86,0.83,CONFIRMED
20.66178,2.73,,,0.757,,CONFIRMED
20.661623,3.11517954,,5415.0,0.839164,0.915819,CONFIRMED
31.71701,3.484,0.02108056,5271.0,0.86,0.83,CONFIRMED
31.715868,3.13,,4686.0,0.72,,CONFIRMED
31.7154,3.77,,5428.0,0.92,0.88,CONFIRMED
31.7236,3.14,,,0.757,,CONFIRMED
31.7142,3.27,,,0.845,0.856,CONFIRMED
31.71922,3.75,,5315.0,0.87,0.87,CONFIRMED
31.7169,3.33,0.04310502,5274.0,0.855,0.84,CONFIRMED
31.7154,3.43,0.03240726,5275.0,0.845,0.856,CONFIRMED
31.71922,3.75,0.11012176,5315.0,0.87,0.87,CONFIRMED
31.715061,3.41411198,,5415.0,0.839164,0.915819,CONFIRMED
4.34882,1.01,,,0.845,0.856,CONFIRMED
4.3491,2.2,,,0.757,,CONFIRMED
4.34934,1.212,0.00660734,5271.0,0.86,0.83,CONFIRMED
1.995,2.62,,3157.0,0.3,0.117,CONFIRMED
2.298,1.95,,3855.0,0.583,0.599,CONFIRMED
2.29799150846,2.32710652,,3650.0,0.590525,,CONFIRMED
2.2979749,2.05124347,,3750.0,0.595,0.578,CONFIRMED
8.205,1.92,,4141.0,0.602,0.63,CONFIRMED
24.93,2.1,,3710.0,0.549,0.478,CONFIRMED
3.262,2.43,,3752.0,0.505,0.517,CONFIRMED
6.93,2.2,,3287.0,0.298,0.274,CONFIRMED
1.256,2.28,,3924.0,0.688,0.507,CONFIRMED
12.4551225,8.675766,0.26,5282.0,0.822,0.901,CONFIRMED
12.45636917022,8.7723254,,5278.0,0.843307,,CONFIRMED
5.4252061,0.868,,2890.0,0.16,,CONFIRMED
5.42513,5.76,3.6,3410.0,1.1,0.31,CONFIRMED
5.4224,,,3318.0,0.909623,0.349,CONFIRMED
5.424865,5.04,3.7,3540.0,1.05,0.56,CONFIRMED
5.42526,3.17,,,0.529,,CONFIRMED
13.773826,3.29495202,,6114.0,1.682578,,CONFIRMED
13.773,2.17,,,1.469,,CONFIRMED
13.773,,,6266.98,1.46908,1.221,CONFIRMED
13.772626,2.2,,,1.25,,CONFIRMED
13.7748361,2.67656,,6266.98,1.47,,CONFIRMED
13.774798,2.77,,6232.0,1.5,1.23,CONFIRMED
9.398977,1.79,,5994.0,1.06,1.1,CONFIRMED
22.99592,2.5,,6010.0,1.043,,CONFIRMED
22.996591,2.72,,5994.0,1.06,1.1,CONFIRMED
17.703,,,3266.0,0.289676,0.264883,CONFIRMED
17.70632,2.2,,3315.0,0.28,0.27,CONFIRMED
17.7037,1.76,,,0.205,,CONFIRMED
14.759287,6.18,,5880.0,1.22,1.06,CONFIRMED
14.759859,,,6070.0,1.186,,CONFIRMED
14.759595,5.3,,6070.0,1.186,,CONFIRMED
14.75650149447,5.7395617,,5790.7,1.20174,,CONFIRMED
5.11383503556,5.67086336,,6315.7,1.50876,,CONFIRMED
5.113981,5.65,,6502.0,1.49,1.36,CONFIRMED
5.1138428,,,6890.0,1.409,,CONFIRMED
5.113823,5.0,,6890.0,1.409,,CONFIRMED
12.282343,2.52633631,,5985.0,1.410373,,CONFIRMED
12.281,,,6272.0,1.33471,1.22,CONFIRMED
12.2812,2.47,,,1.323,,CONFIRMED
12.283211,2.21,,6222.0,1.33,1.23,CONFIRMED
21.191788,1.3172461,,5277.0,0.782112,,CONFIRMED
21.194733,1.22,,5424.0,0.8,0.86,CONFIRMED
21.199,,,5296.77,0.797924,0.91,CONFIRMED
21.1976,1.33,,,0.7747,,CONFIRMED
16.273563,2.62,,5869.0,1.32,0.94,CONFIRMED
16.271,,,5940.0,1.25863,1.08,CONFIRMED
16.2713,2.77,,,1.27,,CONFIRMED
16.27284,2.10886389,,5656.0,1.064948,,CONFIRMED
3.85,,,4504.0,0.626953,0.708,CONFIRMED
3.850614,1.03,,4558.0,0.63,0.66,CONFIRMED
3.85064,1.073,,,0.51,,CONFIRMED
19.508,2.11,,,0.576,,CONFIRMED
19.507428,1.92,,4857.0,0.72,0.74,CONFIRMED
2.995646,13.96620332,,5990.0,1.454974,1.119935,CONFIRMED
2.99529334,,,6135.47,1.4022,1.162,CONFIRMED
2.995629,15.434793,1.698,6149.0,1.58,1.226,CONFIRMED
2.995633,13.1,,,1.38,,CONFIRMED
2.9956366,13.1937,,6135.5,1.4,,CONFIRMED
2.99563536,,,6087.0,1.66,1.31,CONFIRMED
2.995607,15.13215,1.76,6132.0,1.526,1.281,CONFIRMED
2.996,,,6135.47,1.4022,1.162,CONFIRMED
2.995633,13.96,,6071.0,1.44,1.15,CONFIRMED
2.9956348,13.75,,6168.0,1.42,1.16,CONFIRMED
2.9956372,13.7,,,1.4,,CONFIRMED
2.995653,13.8,,6380.0,1.398,,CONFIRMED
2.99561,11.99363,1.11,6132.0,1.22,0.64,CONFIRMED
2.995654,16.14096,1.773,6087.0,1.66,1.31,CONFIRMED
29.729,,,5464.0,1.11294,0.96,CONFIRMED
29.7361,3.52,,,1.144,,CONFIRMED
29.740451,3.36,,5532.0,1.13,0.93,CONFIRMED
36.556251,2.96787013,,5759.0,1.035241,,CONFIRMED
36.5563,3.18,,,1.1,,CONFIRMED
36.552551,3.21,,5817.0,1.16,0.98,CONFIRMED
11.561514,2.4,,6140.0,1.406,,CONFIRMED
11.561052,2.03,,5920.0,1.09,1.01,CONFIRMED
2.787174,1.65,,3804.0,0.46,0.49,CONFIRMED
2.78711,2.0,,,0.507,,CONFIRMED
7.67689,2.44,,,0.507,,CONFIRMED
7.676984,2.3,,3790.0,0.465,,CONFIRMED
7.676972,2.02,,3804.0,0.46,0.49,CONFIRMED
3.3557219,1.9149,,3807.0,0.56,,CONFIRMED
3.355854,1.6,,3860.0,0.551,,CONFIRMED
3.35585,1.59,,4374.0,0.49,0.51,CONFIRMED
10.367437,2.11,,3779.0,0.52,0.56,CONFIRMED
10.366,,,3675.0,0.539401,0.535622,CONFIRMED
10.36627,1.82,,,0.4,,CONFIRMED
26.198,,,4678.0,0.709927,0.746,CONFIRMED
26.201446,2.26,,4801.0,0.7,0.71,CONFIRMED
26.1956,2.08,,,0.656,,CONFIRMED
26.197022,2.36213049,,4789.0,0.692258,,CONFIRMED
26.19445485478,2.99459349,,4678.0,0.709927,,CONFIRMED
7.18662,2.58,,,0.584,,CONFIRMED
7.187257,2.41,,4599.0,0.63,0.66,CONFIRMED
7.187,,,4391.0,0.617099,0.687,CONFIRMED
4.688418,3.26,,5077.0,0.85,0.83,CONFIRMED
4.688625,3.8,,5220.0,0.828,,CONFIRMED
4.6886342,3.36071,,4954.0,0.87,,CONFIRMED
12.550171,2.67,,5077.0,0.85,0.83,CONFIRMED
12.550896,2.6,,5220.0,0.828,,CONFIRMED
9.029,,,5274.0,0.786068,0.9,CONFIRMED
9.032178,1.38,,4385.0,0.49,0.54,CONFIRMED
9.0333,2.75,,,0.825,,CONFIRMED
2.399964,1.32,,4402.71,0.619575,0.701968,CONFIRMED
2.39991,1.08,,4426.0,0.601,0.663,CONFIRMED
2.3996463,1.52,,4326.0,0.67,,CONFIRMED
2.39984,1.4,,4680.0,0.72,0.76,CONFIRMED
2.39901,1.27,,,0.603,,CONFIRMED
5.60906,1.69,,4426.0,0.601,0.663,CONFIRMED
5.60871,1.9,,,0.603,,CONFIRMED
5.60967748,,,4323.44,0.779092,0.68,CONFIRMED
5.6084,2.2,,4523.0,0.69,,CONFIRMED
5.60912,2.09,,4680.0,0.72,0.76,CONFIRMED
5.608352,1.93,,4402.71,0.619575,0.701968,CONFIRMED
5.6089465,2.17,,4326.0,0.67,,CONFIRMED
4.163873,1.54,,5789.0,1.04,0.98,CONFIRMED
19.9901,2.81,,,1.006,,CONFIRMED
19.991,,,5799.0,0.977396,1.04,CONFIRMED
19.991944,2.74,,5789.0,1.04,0.98,CONFIRMED
7.806164,2.54,,5769.0,1.05,1.02,CONFIRMED
7.80651068,,,5739.0,1.03974,1.03,CONFIRMED
7.80692,3.03,,,1.103,,CONFIRMED
7.806,,,5739.0,1.03974,1.03,CONFIRMED
3.665912,1.37,,5791.0,0.95,0.98,CONFIRMED
8.236486,2.0,,5930.0,0.923,,CONFIRMED
8.234885,1.92,,5791.0,0.95,0.98,CONFIRMED
14.871387,2.23,,5791.0,0.95,0.98,CONFIRMED
14.869943,4.4,,5930.0,0.923,,CONFIRMED
3.794,,,3510.0,0.421881,0.415947,CONFIRMED
3.793306,1.56,,3669.0,0.41,0.43,CONFIRMED
5.7385647,2.25,,5790.0,0.92,0.96,CONFIRMED
21.0267366,2.29,,5568.0,0.86,0.9,CONFIRMED
16.3488637,3.72,,5794.0,1.0,0.98,CONFIRMED
11.2510285,2.68,,5650.0,0.91,0.93,CONFIRMED
1.422647,1.45,,4953.0,0.75,0.81,CONFIRMED
1.422586,1.291,0.01604639,4836.0,0.717,0.76,CONFIRMED
1.422602,1.407,,,0.729,,CONFIRMED
1.422619,1.46748911,,4944.0,0.745987,0.800265,CONFIRMED
1.4226108,1.55,,4886.0,0.74,,CONFIRMED
1.42266,1.32,,4924.0,0.74,0.8,CONFIRMED
1.422614,1.43,0.01352931,4916.0,0.718,0.79,CONFIRMED
1.422614,1.43,0.01227071,4916.0,0.718,0.79,CONFIRMED
5.340883,3.58036658,,4944.0,0.745987,0.800265,CONFIRMED
5.3410507,3.12,,4953.0,0.726,0.81,CONFIRMED
5.340888,3.2,0.02485618,4916.0,0.718,0.79,CONFIRMED
5.340786,2.41,0.08180515,4836.0,0.717,0.76,CONFIRMED
5.34072,2.65,,4953.0,0.75,0.81,CONFIRMED
5.34059,2.8,,4924.0,0.74,0.8,CONFIRMED
5.34107237,,,4772.39,0.75412,0.769,CONFIRMED
5.340888,3.2,0.02454142,4916.0,0.718,0.79,CONFIRMED
5.3408934,2.82,,4886.0,0.74,,CONFIRMED
9.79692,,0.04791894,5679.0,0.98,0.958,CONFIRMED
23.4302,,,5568.0,1.05771,0.982,CONFIRMED
23.448172,2.906,,5561.0,1.051,0.823,CONFIRMED
23.44701,3.24,,,1.115,,CONFIRMED
23.446501,2.71,,5484.0,0.87,,CONFIRMED
23.446873,2.89705396,,5869.0,0.986872,,CONFIRMED
15.93709,1.87,,,0.731,,CONFIRMED
15.937378,1.84,,4574.0,0.7,,CONFIRMED
15.937039,2.359,,5601.0,0.94,0.825,CONFIRMED
20.645099,2.413,,4348.0,0.625,0.756,CONFIRMED
20.643928,2.54,,4396.0,0.68,,CONFIRMED
20.646,2.38,,,0.58,,CONFIRMED
5.02629,1.322,,,0.577,,CONFIRMED
5.025831,1.72,,4679.0,0.72,,CONFIRMED
5.025598,1.332,,4663.0,0.663,0.746,CONFIRMED
9.660186,1.361,,4663.0,0.663,0.746,CONFIRMED
9.65869,1.38,,,0.577,,CONFIRMED
20.201085,1.948,,4663.0,0.663,0.746,CONFIRMED
20.2009,1.89,,,0.577,,CONFIRMED
5.761612,1.313,,5682.0,0.881,0.735,CONFIRMED
5.761359,1.37311054,,5744.0,0.901705,,CONFIRMED
5.7619248,1.37,,5350.0,0.83,,CONFIRMED
5.76218,1.217,,,0.868,,CONFIRMED
4.44117,1.61,,5413.0,0.85,0.9,CONFIRMED
4.44118,1.66,,5512.0,0.87,0.9,CONFIRMED
4.4436649,1.5,,4740.0,0.72,,CONFIRMED
4.443774,1.52572113,,5382.0,0.818403,0.886868,CONFIRMED
4.4434,1.39,,5352.0,0.809,0.84,CONFIRMED
4.4436,1.57,,,0.792,,CONFIRMED
6.42966,2.41,,5352.0,0.809,0.84,CONFIRMED
6.42904,2.75,,5413.0,0.85,0.9,CONFIRMED
6.42973,2.65,,5512.0,0.87,0.9,CONFIRMED
6.43032491,,,4927.0,0.858018,0.809,CONFIRMED
6.4295023,2.5,,4740.0,0.72,,CONFIRMED
6.429582,2.59811964,,5382.0,0.818403,0.886868,CONFIRMED
6.42959,2.64,,,0.792,,CONFIRMED
14.09229,2.31,0.0393294,5352.0,0.809,0.84,CONFIRMED
14.090907,2.33,,4740.0,0.72,,CONFIRMED
14.090996,2.41175864,,5382.0,0.818403,0.886868,CONFIRMED
14.0919,2.59,,5512.0,0.87,0.9,CONFIRMED
14.09189,2.73,,5413.0,0.85,0.9,CONFIRMED
14.09292,2.58,,,0.792,,CONFIRMED
2.1408063,2.59639,,5372.0,1.0,,CONFIRMED
2.14084,3.207,,5377.0,0.971,0.984,CONFIRMED
2.14084,3.207,,5377.0,0.971,0.984,CONFIRMED
3.11489307594,12.11200864,,4973.0,0.74956,,CONFIRMED
3.1149085,12.03,,,0.718,,CONFIRMED
3.11491262,,,4952.0,0.74956,0.82,CONFIRMED
3.114878,12.5,,,0.77,,CONFIRMED
3.115,,,4952.0,0.74956,0.82,CONFIRMED
3.114905,13.024,,4925.0,0.736,0.958,CONFIRMED
9.84413,3.23,,,0.9395,,CONFIRMED
9.844017,3.0,,,0.91,,CONFIRMED
9.844077,2.945,,5479.0,0.922,0.847,CONFIRMED
9.844,,,5500.23,0.957455,0.96,CONFIRMED
11.0213,2.25,,,1.507,,CONFIRMED
11.02066,2.061,,6138.0,1.486,1.158,CONFIRMED
4.521953,1.593,,5789.0,0.907,0.731,CONFIRMED
4.521953,1.593,,5789.0,0.907,0.731,CONFIRMED
16.43445,2.213,,5789.0,0.907,0.731,CONFIRMED
16.43445,2.213,,5789.0,0.907,0.731,CONFIRMED
14.4584,2.84,,,1.551,,CONFIRMED
14.460563,1.75532562,,5838.0,1.065474,,CONFIRMED
14.443,,,5826.08,1.54893,1.05,CONFIRMED
14.453895,2.243,,5822.0,1.543,1.119,CONFIRMED
5.776475,1.736,,5937.0,1.149,0.908,CONFIRMED
5.776475,1.736,,5937.0,1.149,0.908,CONFIRMED
12.832235,1.693,,4200.0,0.691,0.821,CONFIRMED
12.83306,1.82,,,0.649,,CONFIRMED
12.83724862,,,4314.0,0.697984,0.674,CONFIRMED
2.060438,2.88,,4823.0,0.732,0.923,CONFIRMED
2.06,,,4854.0,0.736421,0.79,CONFIRMED
2.060368,3.16,,,0.727,,CONFIRMED
8.777247,2.181,,4603.0,0.751,0.856,CONFIRMED
8.7783,2.27,,,0.69,,CONFIRMED
4.01593,1.54,0.02296837,5731.0,1.06,1.03,CONFIRMED
4.01593,1.655,0.02422691,5705.0,1.141,1.054,CONFIRMED
4.01593,1.90553,0.06,5757.0,1.38,2.24,CONFIRMED
4.01628,1.64,,5758.0,1.12,1.08,CONFIRMED
4.01663,1.96,,,1.241,,CONFIRMED
4.01668,1.55,0.01887811,5679.0,0.924,1.04,CONFIRMED
4.01593,1.55,0.03775603,5757.0,1.1,1.07,CONFIRMED
10.56103,2.29,0.02611472,5731.0,1.06,1.03,CONFIRMED
10.56104,2.18,0.02422691,5679.0,0.924,1.04,CONFIRMED
10.56103,2.49,0.023283,5705.0,1.141,1.054,CONFIRMED
10.56103,2.42,0.03114873,5757.0,1.1,1.07,CONFIRMED
10.56098,2.41,,5758.0,1.12,1.08,CONFIRMED
10.56131,2.83,,,1.241,,CONFIRMED
9.40172,1.96,,,1.13,,CONFIRMED
9.401312,2.729,,5911.0,1.32,0.993,CONFIRMED
7.9389334,1.075,,4473.0,0.675,0.754,CONFIRMED
7.939256,1.08322371,,4661.0,0.645652,,CONFIRMED
7.9388,0.94,,,0.616,,CONFIRMED
16.035054,2.05816745,,4661.0,0.645652,,CONFIRMED
16.0382,,,4710.0,0.62,,CONFIRMED
16.038474,2.0,,,0.7,,CONFIRMED
16.034656,2.0,,4473.0,0.675,0.754,CONFIRMED
16.0343,2.05,,,0.616,,CONFIRMED
26.8054,1.48,,,0.616,,CONFIRMED
26.804998,1.53157981,,4661.0,0.645652,,CONFIRMED
26.803023,1.689,,4473.0,0.675,0.754,CONFIRMED
21.7,2.38,,,0.811,,CONFIRMED
21.697619,2.77059123,,5570.0,0.88176,,CONFIRMED
21.700156,2.072,,5452.0,0.811,0.922,CONFIRMED
1.866025,1.75,,,0.878,,CONFIRMED
1.865979,1.85861238,,5231.0,0.825125,,CONFIRMED
